Property Type,Building Size,Address,Property Price,Property Description,Ant Tabs Content,City,Crime_Rate_Percentage,Currency,Bedrooms,Bathrooms,Published On Formatted,Published Date,Last Updated On Formatted,Last Updated Date
Apartment,990.28,"112 - 8 CULINARY Lane, Barrie, Ontario L9J0T2",1721.0,"Discover your perfect home in the heart of Barrie! This stunning 2+1 bedroom condo offers an exceptional living experience in a prime location. Some of the interior features include 9-foot ceilings, elegant laminate flooring throughout, quartz countertops, two full bathrooms, and in-suite laundry for convenience. This home is located just minutes away from key amenities, such as Friday Harbour, GO Station, local schools, and Lake Simcoe Waterfront. Water, one underground parking spot, and community gym access are included in the rental cost.","Basic Info
Outdoor Feature
Property Type
Apartment
Building Size
990.28 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
112 - 8 CULINARY Lane, Barrie, Ontario L9J0T2",barrie,48.54,USD,3,2,02/02/2025,2025-02-02,08/02/2025,2025-02-08
Apartment,592.02,"1601 - 111 Elizabeth St, Toronto, Ontario M5G1P7",1721.0,"Prime Down Town Location. Walking Distance to Eaton's Centre, City Hall, Park, Hospital, TTC, Subway Stations, Schools, U of T, Many Shops, and Restaurants. Open Concept Layout, Clean and Bright. Open Balcony. In door Pool, GYM. Roof Top Garden with BBQ Area. 24 hrs Security. Very Well Maintain Building.","Basic Info
Property Type
Apartment
Building Size
592.02 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
1601 - 111 Elizabeth St, Toronto, Ontario M5G1P7",toronto,60.39,USD,2,1,01/02/2025,2025-02-01,12/04/2025,2025-04-12
Apartment,699.65,"1504 - 30 Elm Dr, Mississauga, Ontario L5B0N6",2008.0,"This brand new 2-bedroom, 2 2-washroom condo offers a modern living space with an open conceptdesign.The bright and spacious kitchen is equipped with high-end stainless steel appliancesincluding a build-in fridge and built-in dishwasher, the central island provides extra counter spacemaking it perfect for entertaining.The living room flows effortlessly from the kitchen featuringlarge windows that allow plenty of natural light to fill the space from here, step out to thebeautiful open Balcony, offering a perfect spot for relaxation and fresh air. Both washrooms areupgraded with modern finishes and walk-in showers, adding a touch of luxury to your daily routine.The master bedroom includes an en-suite bathroom while the second bedroom perfect for guests or ahome office and both rooms have big windows filling the space with natural light. This gorgeouscondo includes in-suite laundry and a central Vacuum system ensuring easy maintenance and comfort","Basic Info
Outdoor Feature
Property Type
Apartment
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
1504 - 30 Elm Dr, Mississauga, Ontario L5B0N6",mississauga,93.29,USD,2,2,31/01/2025,2025-01-31,12/04/2025,2025-04-12
Apartment,699.65,"2809 - 127 Broadway Ave, Toronto, Ontario M4P1V4",2152.0,"Experience luxury living in the heart of Midtown Toronto. This brand new two-bedroom corner unit features a bright, open concept layout with high ceilings, floor-to-ceiling windows, and a spacious private balcony. TCC Eglinton Station and the upcoming Eglington LRT. Enjoy top-tier amenities, including a fitness center, yoga studio, pool, sauna, party room, and 24/7 concierge, as well as restaurants, shops, schools, and much more.","Basic Info
Property Type
Apartment
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
2809 - 127 Broadway Ave, Toronto, Ontario M4P1V4",toronto,60.39,USD,2,2,31/01/2025,2025-01-31,12/04/2025,2025-04-12
Apartment,990.28,"413 - 120 Parliament St, Toronto, Ontario M5A0N6",2725.0,"Stylish, 3Br+Media 1090Sqf Condo At East United Condos In The Exciting East Side of Toronto.Unit Features: Custom-Functional Layout, Feature Wall in Living Room, 9Ft Smooth- Ceilings and Laminate Floor Throughout.Modern Kitchen w Quartz Countertop, Bosch Appliances, Under-Cabinet Lighting, Glass Walk-in Shower, Primary Br W/Ensuite Wr., Comfortable, Urban Living: Enjoy Same Floor Gym, Unit is Also Accessible by a 3rd Elevator (only for 10 floors). Low utility cost. Walk to St. Lawrence Market, Distillery District, No-Frills, Banks and All the Cafes and Restaurants offered by Vibrant King St E. Bike/Run on Lakeshore. Easy Access to DVP and Gardiner , TTC Streetcar Stop Just 3 min. Building Amenities: Rooftop Terrace W/BBQs, Yoga Room, Pet Spa, Bike Storage and Many More.Quiet Building EXTRAS Bosch:Cooktop, Hood Fan, B/I Oven, B/I Dishwasher, S/S Fridge.Front Load Full Size LGWasher/Dryer.Roller Blinds, Upgraded Light Fixtures, Feature Wall, Floating Shelf in Living Room. Open to 6 months rent","Basic Info
Outdoor Feature
Property Type
Apartment
Building Size
990.28 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
413 - 120 Parliament St, Toronto, Ontario M5A0N6",toronto,60.39,USD,3,2,30/01/2025,2025-01-30,12/04/2025,2025-04-12
House,1399.31,"27 - 40 Zinfandel Drive, Hamilton, Ontario L8E0L1",1793.0,"Beautiful Townhouse in the sought after Foothills of Winona. 3 bed, 2.5 washrooms. Attached Garage with a driveway. Lot of natural Light. Loaded features and upgrades, 9' ceiling, bright open concept living/dining room, modern kitchen upgraded cabinets, a large island, equipped with new S/S appliances. Spacious primary bedroom, with his & hers closet and an ensuite. One additional bedroom and a full bathroom complete the bedroom level. Easy access to QEW and walking distance to shopping centre, restaurants, Costco, Metro, conservation park, schools and the future GO Station, Fifty Point Marina and Wine country. RSA. No Pets.No Smokers.","Basic Info
Outdoor Feature
Property Type
House
Building Size
1,399.31 sq ft
Rooms
3 bedroom(s), 3 bathroom(s)
Address
27 - 40 Zinfandel Drive, Hamilton, Ontario L8E0L1",hamilton,59.13,USD,3,3,30/01/2025,2025-01-30,08/05/2025,2025-05-08
House,1097.92,"Unit 2 - 1169 Davenport Road, Toronto, Ontario M6H2G6",2618.0,"Newly Built 2 Bedrooms and 2.5 Bathrooms With High-End Finishes. Modern Kitchen With Open Concept Living And Kitchen/Dining Room. High Ceilings, Radiant Heated Concrete Floors On The Lower Level.. Walker's Paradise, Close To Transit And, Parks. EXTRAS Ss Appliances Incl: Fridge, Gas Range, Dishwasher, Micro Hood Fan. Washer & Dryer, BBQ Gas Line All Electric Light Fixtures. Tenant Pays Hydro/Enbridge and Hot Water Tank Rental. Included In Rent: Water. Parking is Available for $100/Month","Basic Info
Property Type
House
Building Size
1,097.92 sq ft
Rooms
2 bedroom(s), 3 bathroom(s)
Address
Unit 2 - 1169 Davenport Road, Toronto, Ontario M6H2G6",toronto,60.39,USD,2,3,28/01/2025,2025-01-28,07/05/2025,2025-05-07
House,893.4,"609 - 1700 Eglinton Avenue E, Toronto, Ontario M4A2X4",1865.0,"Welcome Home! Stunning, Renovated 2 Bdrm, 2 Full Bathrooms Unit. Ensuite Bright unit facing the Eglinton Street with ensuite Laundry, Light Fixtures And Is Freshly Painted. Primary Bedroom Is Huge Offering A Walk In Closet And 3Pc Ensuite. Unbeatable Location W/ Ttc At Your Doorstep & Dvp Just Down The Road. Conveniently Located Minutes From Local Parks, Sloane Schools, Walking Paths, Walmart, No Frills Supermarkets, Eglinton Square with Convenience store located below the condo. All Utilities Included. Cable/Internet Is Not Included. 1 Parking Spot. Cleaned & Available immediately. Location W/ Easy Ttc Access & Eglinton Crosstown Sloane Station Coming Soon! EXTRAS uilding Amenities Include: Outdoor Pool, Visitor Parking, Guest Suites, Tennis Court, Gym, Sauna, Park, Meeting Room, 24Hr Concierge & Great Management! Very Clean Building And Grounds","Basic Info
Outdoor Feature
Property Type
House
Building Size
893.40 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
609 - 1700 Eglinton Avenue E, Toronto, Ontario M4A2X4",toronto,60.39,USD,2,2,28/01/2025,2025-01-28,12/04/2025,2025-04-12
House,1194.79,"35 NANCROFT Crescent, Cambridge, Ontario N1T2H2",1865.0,"Lovely 3 bedroom 1.5 bath townhouse for rent in desirable area. Bright open concept main floor with sliding doors from kitchen to backyard, a spacious living area, half bath and garage access. Three good sized rooms are on the second level along with a large 4 pc bath. Close to hwy 401, shopping, restaurants and trails/conservation. (id:57238)","Basic Info
Property Type
House
Building Size
1,194.79 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
35 NANCROFT Crescent, Cambridge, Ontario N1T2H2",cambridge,47.83,USD,3,2,27/01/2025,2025-01-27,08/04/2025,2025-04-08
Apartment,592.02,"209 - 8960 Jane St, Vaughan, Ontario L4K2M9",1793.0,"Welcome To Charisma Condos by Greenpark Homes!! This Brand New 1+1 Bedroom Unit Offers 646 SqFt Of Living Space Plus a Spacious 133SqFT Balcony For A Total Of 779 SqFt!!! Featuring 9 Ft Ceilings, Floor To Ceiling Windows & A Designer Kitchen With A Large Center Island With Upgraded Quartz Countertop , Backsplash & Full Sized Stainless Steel Appliances. Laminate Flooring Throughout! Includes 1 Locker & 1 Parking Spot. Ideally Located Just Steps From Vaughan Mills Mall & Minutes To Hwy 400, 407, Viva Bus Line & TTC. Enjoy Resort Style Amenities Such As An Outdoor Pool & Terrace, Theatre, Games Room, Yoga Studio, Fitness Center, Billiards, Bocce Courts & More. Don't Miss Out On This Stunning Move In Ready Unit.","Basic Info
Outdoor Feature
Property Type
Apartment
Building Size
592.02 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
209 - 8960 Jane St, Vaughan, Ontario L4K2M9",vaughan,82.27,USD,2,2,26/01/2025,2025-01-26,09/02/2025,2025-02-09
House,796.53,"1405 - 28 Linden Street, Toronto, Ontario M4Y0A4",2152.0,"Welcome to the luxurious Cooper Mansion by Tridel. This desirable property features a rare bedroom layout in a safe and quiet area in the heart of Toronto The open kitchen boasts countertops, an island, and a ceramic backsplash. spacious living and dining rooms. Laminate floors. The master bedroom includes walk-in closet and a lovely ensuite. Enjoy beautiful view of the CN Tower and cityscape from the balcony. Steps away from Subway/TTC and shops, and just minutes to Bloor/Yorkville, DVP. EXTRAS Walk In Closet. Spacious Layout. Incredible Location.","Basic Info
Property Type
House
Building Size
796.53 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
1405 - 28 Linden Street, Toronto, Ontario M4Y0A4",toronto,60.39,USD,2,2,26/01/2025,2025-01-26,21/04/2025,2025-04-21
Apartment,796.53,"1903 - 18 Parkview Ave, Toronto, Ontario M2N7H7",2073.0,"Corner Unit With 2 Balconies 840 Sq Ft, 2 Bdrm, 2Bth! Master Has Ensuite And Large Walk-In Closet! Laminate Floors Throughout, With Open Concept Layout! Bright And Spacious! Close To Subway, Loblaws And Mel Lastman Square.Extras:Existing Fridge And Stove, Built-In Dishwasher, Built-In Microwave, Washer & Dryer, Window Coverings And Light Fixtures. Building Has Enormous Party Room, Spacious Gym Facilities, Audio Visual Room And Pool Table To Entertain Your Guests!","Basic Info
Outdoor Feature
Property Type
Apartment
Building Size
796.53 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
1903 - 18 Parkview Ave, Toronto, Ontario M2N7H7",toronto,60.39,USD,2,2,26/01/2025,2025-01-26,09/02/2025,2025-02-09
House,1097.92,"Unit 3 - 1169 Davenport Rd, Toronto, Ontario M6H2G6",2690.0,"Newly Built 2 Bedrooms and 2.5 Bathrooms With High-End Finishes. Modern Kitchen With Open Concept Living And Kitchen/Dining Room. 10 Feet High Ceilings, Exclusive Courtyard, Primary Bedroom with Balcony .. Walker's Paradise, Close To Transit And, Parks. EXTRAS SS Appliances Incl: Fridge, Gas Range, Dishwasher, Micro Hood Fan. Washer & Dryer, BBQ Gas Line. All Electric Light Fixtures. Included In Rent: Water. Parking is Available for $100/Month","Basic Info
Property Type
House
Building Size
1,097.92 sq ft
Rooms
2 bedroom(s), 3 bathroom(s)
Address
Unit 3 - 1169 Davenport Rd, Toronto, Ontario M6H2G6",toronto,60.39,USD,2,3,25/01/2025,2025-01-25,12/04/2025,2025-04-12
House,699.65,"Main Fl - 250 Beechy Drive, Richmond Hill, Ontario L4C2X7",1714.0,"This property was fully gutted and renovated in 2024. All renovated from top to bottom. New wiring, new plumping, new insulation, new drywall, new windows , new doors, new kitchen, new bathroom, new flooring, new SS Appliances....Great Family Neighborhood with top rating schools. All amenities nearby. Exclusive to use back yard and Tenant responsible cut glass and lawn maintenance for backyard Utilities extra EXTRAS S/S Fridge, S/S Stove, washer, dryer, dishwasher","Basic Info
Property Type
House
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
Main Fl - 250 Beechy Drive, Richmond Hill, Ontario L4C2X7",richmond hill,60.39,USD,2,1,25/01/2025,2025-01-25,12/04/2025,2025-04-12
House,3498.27,"17 Drynoch Avenue, Richmond Hill, Ontario L4E3E7",7890.0,"Executive Builder's Own Home. 4700 Sqft Of Top Quality Interior. Skylight, Beautiful Electric Light Fixtures, Marble Floor Throughout On First Floor.B/I Gas Stove, Microwave Oven, Large Ss Fridge And Freezer, Ss Built-In Dishwasher, Clothes Washer And Dryer. Beautiful Landscaped Backyard With Plants And Water Fountain. 4th Bedrm Has W/I Closet And Extra Closet. EXTRAS All appliances, stove, fridge, b/i dishwasher, clothes washer and dryer, all furnitures. Basement has a separate one bedroom units, with own entrance, own kitchen, own 4-Pc washrooms, own clothes washers and Dryers. Suitable for in-laws or own house keeper, nanny, etc.All FURNITURES are included, excluding all Persian Carpets.","Basic Info
Property Type
House
Building Size
3,498.27 sq ft
Rooms
4 bedroom(s), 5 bathroom(s)
Address
17 Drynoch Avenue, Richmond Hill, Ontario L4E3E7",richmond hill,60.39,USD,4,5,25/01/2025,2025-01-25,07/05/2025,2025-05-07
House,699.65,"4 - 106 Lappin Avenue, Toronto, Ontario M6H1Y4",2331.0,"Welcome to 106 Lappin. Conveniently Close To Dufferin, Lansdowne and Dupont TTC Bus Lines, Short Walk to Bloor Subway Station And The UP Express. Newly Built Bright Top-Floor Unit. Total Luxury Living W/ Large Open Concept Kitchen/Living/Dining Area, Large Windows, Pot Lights, Stainless Steel Appliances, Granite Counters, Lustrous Hardwood Flooring, Walk-In Closet And Ensuite Bathroom In Primary Bedroom, In-Suite Laundry, 2 Full Bathrooms, 2 Outdoor Areas, Private 600 Sq.Ft Rooftop Terrace W/ Toronto Skyline Views, Central Air, HRV For Better Air Quality & Control. Steps To Trendy Geary Ave, Bloor St, Rexall, Food Basics, Freshco, Bike Trails, Farm Boy, Fiesta Farms, Great Cafes, Restos, Wallace-Emerson Park W/ Skating Rink, Swimming Pool. City Living At Its Finest.","Basic Info
Property Type
House
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
4 - 106 Lappin Avenue, Toronto, Ontario M6H1Y4",toronto,60.39,USD,2,2,25/01/2025,2025-01-25,07/05/2025,2025-05-07
House,592.02,"303 - 321 SPRUCE Street, Waterloo, Ontario N2L3M6",574.0,"This 1 Bedroom , 1 Bathroom condo available for lease . Steps from waterloo U . Wilfred Laurier University Ensuit Laundry with top quality suit finishes and laminate flooring throughout. One Bedroom + Shared and Shared Kitchen . Male Preferred. (Showing Days - Friday , Saturday , Sunday (10.00 Am to 8.00 P.M)","Basic Info
Property Type
House
Building Size
592.02 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
303 - 321 SPRUCE Street, Waterloo, Ontario N2L3M6",waterloo,60.39,USD,1,1,23/01/2025,2025-01-23,12/04/2025,2025-04-12
House,699.65,"Lower - 76 Oxford St, Toronto, Ontario M5T1P1",1426.0,"Welcome To This Beautiful Modern & Spacious 638 Square Foot, One Bedroom, One Bath Basement Apartment, With High Ceilings. New Whirlpool Appliances, Including A Built In Dishwasher. Front And Back Yard. Coin Operated Laundry In Basement.","Basic Info
Property Type
House
Building Size
699.65 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
Lower - 76 Oxford St, Toronto, Ontario M5T1P1",toronto,60.39,USD,1,1,23/01/2025,2025-01-23,12/04/2025,2025-04-12
Apartment,904.17,"1105 Leger Way Way, Milton, Ontario L9E1K7",1937.0,"One of only 6 of it's kind, this bright and spacious 2 bedroom, 2 bathroom corner unit on the top floor in the Mattamy-built Hawthorne South Village. This North West-facing unit features 10-foot ceilings, plenty of upgrades, tons of counter space, stainless steel appliances, and an abundance of cabinetry providing ample storage space. The main living and dining areas are flooded with natural light and these spaces divide the two bedrooms flanked on either side. The primary bedroom has it's own ensuite and large walk-in closet while the second bedroom-- which also has walk-in closet-- is the perfect place for a home office, nursery, kid's room, or guest room. This condominium is conveniently located walking distance to plenty of amenities including grocery, shopping, banks, schools, and parks.","Basic Info
Property Type
Apartment
Building Size
904.17 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
1105 Leger Way Way, Milton, Ontario L9E1K7",milton,48.05,USD,2,2,22/01/2025,2025-01-22,11/04/2025,2025-04-11
House,1496.18,"Main - 342 Clay Stones St, Newmarket, Ontario L3X0M1",2223.0,"3-Storey Freehold Townhouse In Heart Of Newmarket Over 1700 Sq Ft, 3 Bedrooms, 3 Washrooms , 9' Ceiling, Full Of Sunlight, Facing The Pond. Close To Upper Canada Mall, School. Close To Hwy404 & Hwy 400, Shopping And All Amenities On Yonge. Tenant will pay 2/3 of utilities. EXTRAS Stainless Steel Appliances: S/S Fridge, Stove, B/I Dishwasher, S/S Hood Fan, washer and dryer, All Elf and Cac .","Basic Info
Outdoor Feature
Property Type
House
Building Size
1,496.18 sq ft
Rooms
3 bedroom(s), 3 bathroom(s)
Address
Main - 342 Clay Stones St, Newmarket, Ontario L3X0M1",newmarket,84.78,USD,3,3,20/01/2025,2025-01-20,12/04/2025,2025-04-12
House,699.65,"Second - 175 Marion Street, Toronto, Ontario M6R1E9",1829.0,"Stunning Suite in Dream Location. This luxurious 2-bedroom, 2-bathroom second floor apartment has preserved the classic character and charm of exposed woods beams and a decorative fireplace while adding modern style with quartz countertops, stainless steel appliances and a glass shower. Enjoy living minutes away from all the action with easy access to public transportation while still being in a century home on a peaceful, quiet side street with a beautiful deck and backyard. It's the perfect blend of luxury and soul. Comes with all the amenities: gourmet kitchen, dishwasher, air-conditioning, private veranda, shared deck and backyard. Located right in the heart of Roncesvalles steps from St. Joseph Hospital, close to High Park, Parkdale, Little Italy, Little Portugal and Kensington. Come check out this dream apartment.","Basic Info
Property Type
House
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
Second - 175 Marion Street, Toronto, Ontario M6R1E9",toronto,60.39,USD,2,2,19/01/2025,2025-01-19,28/04/2025,2025-04-28
House,1496.18,"39 Maidens Crescent, Collingwood, Ontario L9Y5M4",2152.0,"Top 2 Floors Only. Main Floor and 2nd Floor. Excludes Basement. All Inclusive. Includes Heat, Hydro Water. Nestled in the heart of Collingwood, this 1800 Sq Ft home offers modern luxury and cozy comfort. Boasting three bedrooms and three bathrooms, including a master ensuite designed for indulgence, this property is a sanctuary of style. Step into the master bathroom and immerse yourself in relaxation with a soaker tub, perfect for unwinding after a long day, and a spa-type stand-up shower, offering a rejuvenating experience. Entertain guests effortlessly in the openconcept kitchen, featuring sleek stainless steel appliances that elevate both form and function. EXTRAS EXTRAS 9 Ft Ceilings, Upgraded Kitchen, Stainless Steel Fridge, Stove, Dishwasher, Washer/dryer, Garage Door Opener, Cenral AC ready for you to move in.","Basic Info
Property Type
House
Building Size
1,496.18 sq ft
Rooms
3 bedroom(s), 3 bathroom(s)
Address
39 Maidens Crescent, Collingwood, Ontario L9Y5M4",collingwood,60.39,USD,3,3,19/01/2025,2025-01-19,07/05/2025,2025-05-07
House,1097.92,"75 - 1775 Valley Farm Rd, Pickering, Ontario L1V0A5",2148.0,"Welcome to this fabulous freehold Townhome In Pickering. This Spacious 3 Bedroom Home Comes with 2 full Washrooms, 1 Parking on Driveway. Garage is partly used by landlord for storage purpose. Part of garage can be used by tenant for storage. However, if entire garage is needed by tenant (meaning total 2 parking spots for tenant), it can be discussed. Step out to Large Terrace to Enjoy Morning Sunrise. Entire 3rd floor is the Master Bedroom. 2nd floor has 2 bedrooms and one washroom. It Includes Walk-In Closet. High Ceilings, Laminated floors. First floor has Two-Toned Kitchen with Appliances, Countertops, Backsplash. Finished basement for added privacy/storage. Partially furnished. Garden lovers may create their own garden at back yard. Students and newcomers welcome to apply. Close to PICKERING GO STATION, Hwy 401, Walmart, Schools, Public Transit, public library, Pickering Town Centre, Schools, Shopping & Pickering Go station. Available for new tenant from Feb 1, 2025, or earlier. EXTRAS One car parking spot on drive way. 2nd parking spot in garage can be discussed.","Basic Info
Outdoor Feature
Property Type
House
Building Size
1,097.92 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
75 - 1775 Valley Farm Rd, Pickering, Ontario L1V0A5",pickering,73.7,USD,3,2,18/01/2025,2025-01-18,12/04/2025,2025-04-12
House,699.65,"lower - 24 Blackwood Crescent, Hamilton, Ontario L8S3H5",1345.0,"This cozy two bedroom legal basement apartment is conveniently located on a quiet street near McMaster University and public transit. Fully private, separate entrance, all appliances, and a parking spot. Tenant will pay 40% of utilities. EXTRAS Washer, dryer, fridge, stove, microwave.","Basic Info
Outdoor Feature
Property Type
House
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
lower - 24 Blackwood Crescent, Hamilton, Ontario L8S3H5",hamilton,59.13,USD,2,1,18/01/2025,2025-01-18,12/04/2025,2025-04-12
Apartment,699.65,"102 - 365 Dundas Street, Toronto, Ontario M5A4R9",1685.0,"Welcome to this truly one-of-a-kind boutique hard loft conversion at Century Lofts, offering a perfect blend of character, style, and convenience. This unique space boasts a spacious bedroom, soaring 11-foot ceilings, and iconic concrete mushroom cap columns, exuding industrial charm.The loft is flooded with natural light through its oversized industrial windows, while exposed brick walls and original factory terrazzo flooring add timeless character. With two entrances, one from the street and one from inside the building this space is as functional as it is stylish.Enjoy a renovated kitchen and bathroom, ample storage throughout, and a design that perfectly balances modern upgrades with historical features. Plus, a newly added rooftop patio offers stunning views and a perfect spot to relax. Conveniently located with TTC at your doorstep, this pet-friendly live/work space is a rare opportunity you wont want to miss!","Basic Info
Property Type
Apartment
Building Size
699.65 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
102 - 365 Dundas Street, Toronto, Ontario M5A4R9",toronto,60.39,USD,1,1,17/01/2025,2025-01-17,12/04/2025,2025-04-12
Apartment,796.53,"418 - 2489 Taunton Rd, Oakville, Ontario L6H3R9",1972.0,"Specious 2 Bedrooms & 2 Full Bathrooms In The Highly Sought After Uptown Core. Open Concept Living Area, Kitchen W/ Built-In Appliances. Features Unobstructed Pond View And Open Space. Conveniently Located Near Shopping Centre, Parks, Trails, Bus Terminal, Major Hwys, And Minutes To Go Bus & Go Train Station. Building Offers Great Amenities Included 24 Hrs Concierge, Gym, Yoga Room, Outdoor Pool, Party Room, Terrace & More.S EXTRAS All Appliances And Window Covering. 1 Parking Space And 1 Locker.","Basic Info
Outdoor Feature
Property Type
Apartment
Building Size
796.53 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
418 - 2489 Taunton Rd, Oakville, Ontario L6H3R9",oakville,71.94,USD,2,2,16/01/2025,2025-01-16,12/04/2025,2025-04-12
Apartment,699.65,"#2 - 107 High Street, Georgina, Ontario L0E1R0",1076.0,"Gorgeous Fully Updated Bright & Spacious Open Concept 1 Bedroom 1 Bath (3Pc) Apartment in the Heart of Sutton! Freshly Painted Walls With All New Flooring, Windows, & Fixtures. This Apartment is Walking Distance to Schools, the Library, and Local Shopping! Just a Short 5-Minute Drive to the Scenic Shores of Lake Simcoe. Located on a Go Transit Route and Only 15 Minutes from HWY 404 for Easy Commuting.","Basic Info
Property Type
Apartment
Building Size
699.65 sq ft
Rooms
1 bedroom(s), 1 bathroom(s)
Address
#2 - 107 High Street, Georgina, Ontario L0E1R0",georgina,75.27,USD,1,1,16/01/2025,2025-01-16,07/05/2025,2025-05-07
House,1496.18,"55 Carrick Avenue, Georgina, Ontario L4P3R5",2008.0,"A Beautiful detached Raised Bungalow 3 Bed Rooms, 2 Full Washrooms With Open Concept Kitchen, Walk Out To Spacious Deck, Heated Double Car Garage. Located In One Of the High Demand Area Of Keswick North. Just 8 Minutes To 404, Close To All Amenities, Shops, Schools, Arena And Library. Employment Letter, Credit Report And Reference Required. Only Main Floor Is For Rent. Tenant Pay 2/3 Of Utilities. EXTRAS All Elf's, Fridge, Stove, B/I Dishwasher, Washer, Dryer (share) One Remote For one spot Car Garage.","Basic Info
Outdoor Feature
Property Type
House
Building Size
1,496.18 sq ft
Rooms
3 bedroom(s), 2 bathroom(s)
Address
55 Carrick Avenue, Georgina, Ontario L4P3R5",georgina,75.27,USD,3,2,16/01/2025,2025-01-16,21/04/2025,2025-04-21
House,699.65,"2 Yately Street Unit # Bsmt St, Brampton, Ontario L7A0G4",1399.0,"Absolute Beautiful Legal Basement Apt. - 2 Bedrooms and 2 Bathroom with 9 Ft Celling Heightwith Separate Entrance. Beautifully Designed W/Modernized Color Concepts. Separate Laundry, Open Concept Kitchen W/Living Area. Lots Of Pot Lights, Good Size Bedrooms, Filled WithNatural Light. Large Windows, 1 Car Parking Space, 30% Of Utilities Paid By The Tenant.Stainless Steel Appliances, Just A Minutes Away From All Amenities, Transit. Perfect place forthe family to move in. EXTRAS Tenant pay 30% Utilities and $300 Key deposit","Basic Info
Outdoor Feature
Property Type
House
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
2 Yately Street Unit # Bsmt St, Brampton, Ontario L7A0G4",brampton,66.22,USD,2,2,16/01/2025,2025-01-16,12/04/2025,2025-04-12
House,699.65,"3412 - 35 Mercer Street, Toronto, Ontario M5V0V1",3012.0,"Fully Furnished NOBU Residences - The landmark address in Toronto's vibrant Entertainment District! Steps away from the Rogers Centre, CN Tower, Union Station and surrounded by the city's premier entertainment & dining establishments! This spacious never lived in corner suite offers practical split 2 bedroom floor-plan, 2 full bathrooms, and study. Floor to ceiling windows give the suite natural light in all rooms. The open concept living & dining room overlook the designer kitchen with Miele appliances. The luxurious touches continue with upgraded and custom Bathrooms finishes. Balcony offers stunning views of Lake Ontario and downtown. EXTRAS Upgraded Flooring and Bathrooms. Blinds. In closet Shelving.","Basic Info
Outdoor Feature
Property Type
House
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 2 bathroom(s)
Address
3412 - 35 Mercer Street, Toronto, Ontario M5V0V1",toronto,60.39,USD,2,2,16/01/2025,2025-01-16,07/05/2025,2025-05-07
Apartment,699.65,"802 - 1250 CUMMINGS Ave, Ottawa, Ontario K1J0E3",2080.0,"LUXO APARTMENTS Cozy, Convenient, Downright Delightful. At LUXO Place, its all about the little things that make a big difference. We've put tons of thought into every inch of your suite to make sure its not just a place to crash, but a total home upgrade. Picture this: chilling on your spacious balcony, soaking in the views or hosting epic hangouts in your sleek island kitchen. Plus, in-suite laundry means no more laundromat hassles, and central air-conditioning keeps things cool when it heats up outside. But wait, there's more! Were talking quartz countertops, LED lighting, and stainless steel appliances that scream style and sophistication in the kitchen. And lets not forget about the classy engineered wood flooring that ties the whole look together. With suite size at 872 square feet plus balcony, LUXO Place isn't just any old apartment, its the cream of the crop when it comes to luxury living in Ottawa. Utilities Included in this Rental: Heat and Air Conditioning, but does not Include Electricity and Water. Call today to Book your Viewing. Parking is available at $200.00 per Month. EXTRAS The pioneer in the first phase of our community at LUXO Place, this iconic building stands 35 storeys tall and offers 244 spacious apartment rentals that redefine urban living.","Basic Info
Outdoor Feature
Property Type
Apartment
Building Size
699.65 sq ft
Rooms
2 bedroom(s), 1 bathroom(s)
Address
802 - 1250 CUMMINGS Ave, Ottawa, Ontario K1J0E3",ottawa,60.39,USD,2,1,16/01/2025,2025-01-16,12/04/2025,2025-04-12
